year,period,area,adjusted,laborforce,employment,unemployment,unemploymentrate,preliminary,fips,longitude,latitude
1998,December,Nez Perce County,Yes,23716,22830,886,3.7,No,16069,-116.62288,46.41818
1997,January,Nez Perce County,Yes,22862,22031,831,3.6,No,16069,-116.62288,46.41818
1998,January,Nez Perce County,Yes,23492,22646,845,3.6,No,16069,-116.62288,46.41818
1997,February,Nez Perce County,Yes,22877,22051,825,3.6,No,16069,-116.62288,46.41818
1997,March,Nez Perce County,Yes,22909,22084,825,3.6,No,16069,-116.62288,46.41818
2005,October,Nez Perce County,Yes,19266,18557,709,3.6,No,16069,-116.62288,46.41818
1999,October,Nez Perce County,Yes,22991,22153,838,3.6,No,16069,-116.62288,46.41818
1999,November,Nez Perce County,Yes,23255,22410,844,3.6,No,16069,-116.62288,46.41818
2005,November,Nez Perce County,Yes,19276,18572,703,3.6,No,16069,-116.62288,46.41818
2008,March,Nez Perce County,Yes,18831,18171,659,3.5,No,16069,-116.62288,46.41818
2008,April,Nez Perce County,Yes,18519,17868,650,3.5,No,16069,-116.62288,46.41818
1999,May,Nez Perce County,Yes,23650,22817,832,3.5,No,16069,-116.62288,46.41818
1998,June,Nez Perce County,Yes,23667,22850,817,3.4,No,16069,-116.62288,46.41818
1997,August,Nez Perce County,Yes,23218,22427,790,3.4,No,16069,-116.62288,46.41818
1999,December,Nez Perce County,Yes,23326,22532,793,3.4,No,16069,-116.62288,46.41818
2008,February,Nez Perce County,Yes,18995,18352,643,3.3,No,16069,-116.62288,46.41818
1997,April,Nez Perce County,Yes,23134,22357,776,3.3,No,16069,-116.62288,46.41818
1997,June,Nez Perce County,Yes,23196,22422,773,3.3,No,16069,-116.62288,46.41818
1997,October,Nez Perce County,Yes,23310,22532,778,3.3,No,16069,-116.62288,46.41818
1997,November,Nez Perce County,Yes,23370,22591,778,3.3,No,16069,-116.62288,46.41818
2006,January,Nez Perce County,Yes,19111,18482,628,3.2,No,16069,-116.62288,46.41818
2008,January,Nez Perce County,Yes,18858,18243,615,3.2,No,16069,-116.62288,46.41818
2006,February,Nez Perce County,Yes,18897,18286,610,3.2,No,16069,-116.62288,46.41818
2006,April,Nez Perce County,Yes,19073,18454,619,3.2,No,16069,-116.62288,46.41818
1997,July,Nez Perce County,Yes,23293,22539,754,3.2,No,16069,-116.62288,46.41818
1997,May,Nez Perce County,Yes,23063,22340,723,3.1,No,16069,-116.62288,46.41818
2006,May,Nez Perce County,Yes,18864,18264,600,3.1,No,16069,-116.62288,46.41818
1997,September,Nez Perce County,Yes,23253,22531,721,3.1,No,16069,-116.62288,46.41818
2006,September,Nez Perce County,Yes,18902,18312,590,3.1,No,16069,-116.62288,46.41818
2007,October,Nez Perce County,Yes,19143,18531,611,3.1,No,16069,-116.62288,46.41818
2006,November,Nez Perce County,Yes,18755,18172,583,3.1,No,16069,-116.62288,46.41818
2006,March,Nez Perce County,Yes,18708,18132,576,3,No,16069,-116.62288,46.41818
2006,June,Nez Perce County,Yes,18803,18235,567,3,No,16069,-116.62288,46.41818
2007,September,Nez Perce County,Yes,19091,18512,579,3,No,16069,-116.62288,46.41818
2007,November,Nez Perce County,Yes,19025,18454,571,3,No,16069,-116.62288,46.41818
2006,July,Nez Perce County,Yes,18828,18273,555,2.9,No,16069,-116.62288,46.41818
2007,July,Nez Perce County,Yes,18989,18432,556,2.9,No,16069,-116.62288,46.41818
2007,August,Nez Perce County,Yes,19053,18492,560,2.9,No,16069,-116.62288,46.41818
2006,August,Nez Perce County,Yes,18826,18273,552,2.9,No,16069,-116.62288,46.41818
2006,October,Nez Perce County,Yes,18676,18119,557,2.9,No,16069,-116.62288,46.41818
2007,January,Nez Perce County,Yes,18860,18333,527,2.7,No,16069,-116.62288,46.41818
2007,April,Nez Perce County,Yes,18978,18460,518,2.7,No,16069,-116.62288,46.41818
2007,May,Nez Perce County,Yes,19037,18511,526,2.7,No,16069,-116.62288,46.41818
2007,June,Nez Perce County,Yes,18930,18411,519,2.7,No,16069,-116.62288,46.41818
2007,December,Nez Perce County,Yes,18893,18379,514,2.7,No,16069,-116.62288,46.41818
2006,December,Nez Perce County,Yes,18626,18109,517,2.7,No,16069,-116.62288,46.41818
2007,March,Nez Perce County,Yes,18960,18456,503,2.6,No,16069,-116.62288,46.41818
2007,February,Nez Perce County,Yes,18847,18372,475,2.5,No,16069,-116.62288,46.41818
2009,October,Oneida County,Yes,2229,2082,147,6.6,No,16071,-112.52451,42.20598
2009,November,Oneida County,Yes,2195,2051,143,6.5,No,16071,-112.52451,42.20598
2009,December,Oneida County,Yes,2176,2032,143,6.5,No,16071,-112.52451,42.20598
2011,January,Oneida County,Yes,2341,2201,140,5.9,No,16071,-112.52451,42.20598
2011,February,Oneida County,Yes,2348,2208,140,5.9,No,16071,-112.52451,42.20598
2011,June,Oneida County,Yes,2296,2165,130,5.7,No,16071,-112.52451,42.20598
2010,December,Oneida County,Yes,2352,2216,136,5.7,No,16071,-112.52451,42.20598
2011,March,Oneida County,Yes,2273,2146,126,5.5,No,16071,-112.52451,42.20598
2011,July,Oneida County,Yes,2278,2151,126,5.5,No,16071,-112.52451,42.20598
2011,August,Oneida County,Yes,2305,2176,128,5.5,No,16071,-112.52451,42.20598
2010,October,Oneida County,Yes,2345,2215,130,5.5,No,16071,-112.52451,42.20598
2010,November,Oneida County,Yes,2355,2224,131,5.5,No,16071,-112.52451,42.20598
2002,December,Oneida County,Yes,1922,1815,107,5.5,No,16071,-112.52451,42.20598
2011,April,Oneida County,Yes,2297,2172,125,5.4,No,16071,-112.52451,42.20598
2009,August,Oneida County,Yes,2207,2087,119,5.4,No,16071,-112.52451,42.20598
2009,April,Oneida County,Yes,2249,2128,121,5.3,No,16071,-112.52451,42.20598
2010,May,Oneida County,Yes,2227,2107,120,5.3,No,16071,-112.52451,42.20598
2010,September,Oneida County,Yes,2343,2218,124,5.3,No,16071,-112.52451,42.20598
2011,September,Oneida County,Yes,2326,2202,123,5.3,No,16071,-112.52451,42.20598
2010,January,Oneida County,Yes,2312,2190,121,5.2,No,16071,-112.52451,42.20598
2010,February,Oneida County,Yes,2303,2183,120,5.2,No,16071,-112.52451,42.20598
2010,March,Oneida County,Yes,2278,2159,118,5.2,No,16071,-112.52451,42.20598
2011,October,Oneida County,Yes,2290,2171,119,5.2,No,16071,-112.52451,42.20598
2009,March,Oneida County,Yes,2154,2043,111,5.1,No,16071,-112.52451,42.20598
2010,April,Oneida County,Yes,2236,2121,115,5.1,No,16071,-112.52451,42.20598
2010,June,Oneida County,Yes,2201,2088,112,5.1,No,16071,-112.52451,42.20598
2010,July,Oneida County,Yes,2312,2193,118,5.1,No,16071,-112.52451,42.20598
2010,August,Oneida County,Yes,2359,2238,121,5.1,No,16071,-112.52451,42.20598
2009,September,Oneida County,Yes,2180,2068,111,5.1,No,16071,-112.52451,42.20598
2009,February,Oneida County,Yes,2234,2121,112,5,No,16071,-112.52451,42.20598
2011,May,Oneida County,Yes,2320,2204,116,5,No,16071,-112.52451,42.20598
2009,June,Oneida County,Yes,2219,2105,113,5,No,16071,-112.52451,42.20598
2009,July,Oneida County,Yes,2203,2092,111,5,No,16071,-112.52451,42.20598
2009,January,Oneida County,Yes,2219,2110,109,4.9,No,16071,-112.52451,42.20598
2009,May,Oneida County,Yes,2254,2144,109,4.8,No,16071,-112.52451,42.20598
2003,January,Oneida County,Yes,1943,1851,92,4.7,No,16071,-112.52451,42.20598
2002,November,Oneida County,Yes,1916,1828,87,4.5,No,16071,-112.52451,42.20598
2003,February,Oneida County,Yes,1946,1860,86,4.4,No,16071,-112.52451,42.20598
2002,October,Oneida County,Yes,1902,1817,84,4.4,No,16071,-112.52451,42.20598
1998,August,Oneida County,Yes,1735,1660,75,4.3,No,16071,-112.52451,42.20598
1998,October,Oneida County,Yes,1747,1672,75,4.3,No,16071,-112.52451,42.20598
1998,July,Oneida County,Yes,1690,1617,72,4.2,No,16071,-112.52451,42.20598
2002,August,Oneida County,Yes,1947,1865,81,4.2,No,16071,-112.52451,42.20598
1999,February,Oneida County,Yes,1722,1649,72,4.1,No,16071,-112.52451,42.20598
1999,March,Oneida County,Yes,1774,1700,73,4.1,No,16071,-112.52451,42.20598
2003,April,Oneida County,Yes,1971,1889,81,4.1,No,16071,-112.52451,42.20598
2008,August,Oneida County,Yes,2338,2242,96,4.1,No,16071,-112.52451,42.20598
2002,September,Oneida County,Yes,1925,1845,79,4.1,No,16071,-112.52451,42.20598
2008,September,Oneida County,Yes,2313,2217,95,4.1,No,16071,-112.52451,42.20598
1999,May,Oneida County,Yes,1734,1664,70,4,No,16071,-112.52451,42.20598
2002,July,Oneida County,Yes,1938,1860,77,4,No,16071,-112.52451,42.20598
1998,September,Oneida County,Yes,1760,1689,70,4,No,16071,-112.52451,42.20598
2008,October,Oneida County,Yes,2313,2220,93,4,No,16071,-112.52451,42.20598
2008,December,Oneida County,Yes,2288,2194,93,4,No,16071,-112.52451,42.20598
2003,March,Oneida County,Yes,1930,1854,75,3.9,No,16071,-112.52451,42.20598
1998,May,Oneida County,Yes,1841,1769,72,3.9,No,16071,-112.52451,42.20598
1997,September,Oneida County,Yes,1687,1620,66,3.9,No,16071,-112.52451,42.20598
2001,October,Oneida County,Yes,2013,1933,79,3.9,No,16071,-112.52451,42.20598
2008,November,Oneida County,Yes,2302,2210,91,3.9,No,16071,-112.52451,42.20598
1999,January,Oneida County,Yes,1727,1660,66,3.8,No,16071,-112.52451,42.20598
2000,January,Oneida County,Yes,2009,1931,77,3.8,No,16071,-112.52451,42.20598
1998,March,Oneida County,Yes,1718,1653,65,3.7,No,16071,-112.52451,42.20598
2000,April,Oneida County,Yes,1945,1871,73,3.7,No,16071,-112.52451,42.20598
2003,May,Oneida County,Yes,1952,1879,73,3.7,No,16071,-112.52451,42.20598
2002,June,Oneida County,Yes,1939,1866,72,3.7,No,16071,-112.52451,42.20598
1999,July,Oneida County,Yes,1698,1634,64,3.7,No,16071,-112.52451,42.20598
2001,November,Oneida County,Yes,2003,1927,75,3.7,No,16071,-112.52451,42.20598
2002,April,Oneida County,Yes,1957,1886,70,3.6,No,16071,-112.52451,42.20598
2001,April,Oneida County,Yes,1983,1911,71,3.6,No,16071,-112.52451,42.20598
1999,April,Oneida County,Yes,1732,1669,63,3.6,No,16071,-112.52451,42.20598
2000,June,Oneida County,Yes,1924,1855,69,3.6,No,16071,-112.52451,42.20598
1999,August,Oneida County,Yes,1710,1648,61,3.6,No,16071,-112.52451,42.20598
1999,October,Oneida County,Yes,1734,1671,63,3.6,No,16071,-112.52451,42.20598
1997,November,Oneida County,Yes,1687,1625,62,3.6,No,16071,-112.52451,42.20598
1998,November,Oneida County,Yes,1753,1689,64,3.6,No,16071,-112.52451,42.20598
2001,December,Oneida County,Yes,2014,1941,73,3.6,No,16071,-112.52451,42.20598
1997,December,Oneida County,Yes,1693,1632,61,3.6,No,16071,-112.52451,42.20598
1997,February,Oneida County,Yes,1702,1642,59,3.5,No,16071,-112.52451,42.20598
1999,June,Oneida County,Yes,1733,1671,62,3.5,No,16071,-112.52451,42.20598
2008,July,Oneida County,Yes,2330,2249,81,3.5,No,16071,-112.52451,42.20598
1997,August,Oneida County,Yes,1648,1590,58,3.5,No,16071,-112.52451,42.20598
2002,January,Oneida County,Yes,1958,1890,68,3.4,No,16071,-112.52451,42.20598
2002,February,Oneida County,Yes,1965,1897,67,3.4,No,16071,-112.52451,42.20598
1998,February,Oneida County,Yes,1724,1665,59,3.4,No,16071,-112.52451,42.20598
2001,March,Oneida County,Yes,1970,1903,67,3.4,No,16071,-112.52451,42.20598
2002,March,Oneida County,Yes,1970,1902,68,3.4,No,16071,-112.52451,42.20598
1998,April,Oneida County,Yes,1860,1797,63,3.4,No,16071,-112.52451,42.20598
2000,May,Oneida County,Yes,1919,1854,65,3.4,No,16071,-112.52451,42.20598
2001,May,Oneida County,Yes,1975,1907,67,3.4,No,16071,-112.52451,42.20598
2003,June,Oneida County,Yes,1926,1859,66,3.4,No,16071,-112.52451,42.20598
2001,June,Oneida County,Yes,1991,1923,68,3.4,No,16071,-112.52451,42.20598
1997,July,Oneida County,Yes,1637,1580,57,3.4,No,16071,-112.52451,42.20598
2001,August,Oneida County,Yes,2006,1937,69,3.4,No,16071,-112.52451,42.20598
2000,September,Oneida County,Yes,2016,1946,69,3.4,No,16071,-112.52451,42.20598
2003,September,Oneida County,Yes,1950,1882,67,3.4,No,16071,-112.52451,42.20598
2003,November,Oneida County,Yes,1980,1911,68,3.4,No,16071,-112.52451,42.20598
1998,December,Oneida County,Yes,1691,1633,58,3.4,No,16071,-112.52451,42.20598
1997,January,Oneida County,Yes,1705,1647,57,3.3,No,16071,-112.52451,42.20598
2001,February,Oneida County,Yes,1982,1915,67,3.3,No,16071,-112.52451,42.20598
2003,July,Oneida County,Yes,1950,1884,66,3.3,No,16071,-112.52451,42.20598
1999,September,Oneida County,Yes,1717,1660,56,3.3,No,16071,-112.52451,42.20598
2001,September,Oneida County,Yes,1985,1918,67,3.3,No,16071,-112.52451,42.20598
2003,October,Oneida County,Yes,1979,1912,66,3.3,No,16071,-112.52451,42.20598
1997,October,Oneida County,Yes,1690,1634,55,3.3,No,16071,-112.52451,42.20598
1999,November,Oneida County,Yes,1771,1711,59,3.3,No,16071,-112.52451,42.20598
2000,December,Oneida County,Yes,2050,1981,69,3.3,No,16071,-112.52451,42.20598
2001,January,Oneida County,Yes,1995,1929,65,3.2,No,16071,-112.52451,42.20598
2004,January,Oneida County,Yes,1962,1899,63,3.2,No,16071,-112.52451,42.20598
2000,February,Oneida County,Yes,1995,1931,64,3.2,No,16071,-112.52451,42.20598
2000,March,Oneida County,Yes,1951,1888,62,3.2,No,16071,-112.52451,42.20598
2004,March,Oneida County,Yes,1963,1900,63,3.2,No,16071,-112.52451,42.20598
2000,July,Oneida County,Yes,1944,1881,63,3.2,No,16071,-112.52451,42.20598
2001,July,Oneida County,Yes,2011,1945,66,3.2,No,16071,-112.52451,42.20598
2003,December,Oneida County,Yes,1959,1895,63,3.2,No,16071,-112.52451,42.20598
1997,March,Oneida County,Yes,1659,1607,51,3.1,No,16071,-112.52451,42.20598
2002,May,Oneida County,Yes,1940,1878,61,3.1,No,16071,-112.52451,42.20598
2004,May,Oneida County,Yes,1955,1893,61,3.1,No,16071,-112.52451,42.20598
2004,June,Oneida County,Yes,1971,1908,63,3.1,No,16071,-112.52451,42.20598
2003,August,Oneida County,Yes,1941,1880,60,3.1,No,16071,-112.52451,42.20598
2000,August,Oneida County,Yes,1987,1925,62,3.1,No,16071,-112.52451,42.20598
2000,October,Oneida County,Yes,2059,1994,65,3.1,No,16071,-112.52451,42.20598
1999,December,Oneida County,Yes,1775,1719,55,3.1,No,16071,-112.52451,42.20598
2004,February,Oneida County,Yes,1963,1903,60,3,No,16071,-112.52451,42.20598
2008,May,Oneida County,Yes,2335,2264,71,3,No,16071,-112.52451,42.20598
1997,June,Oneida County,Yes,1590,1541,49,3,No,16071,-112.52451,42.20598
2004,July,Oneida County,Yes,1950,1890,59,3,No,16071,-112.52451,42.20598
2004,August,Oneida County,Yes,1966,1906,59,3,No,16071,-112.52451,42.20598
2000,November,Oneida County,Yes,2033,1970,62,3,No,16071,-112.52451,42.20598
2004,April,Oneida County,Yes,1923,1866,56,2.9,No,16071,-112.52451,42.20598
1997,April,Oneida County,Yes,1644,1595,48,2.9,No,16071,-112.52451,42.20598
2008,June,Oneida County,Yes,2325,2256,69,2.9,No,16071,-112.52451,42.20598
1998,January,Oneida County,Yes,1694,1646,47,2.8,No,16071,-112.52451,42.20598
2005,February,Oneida County,Yes,2055,1997,58,2.8,No,16071,-112.52451,42.20598
1997,May,Oneida County,Yes,1593,1547,46,2.8,No,16071,-112.52451,42.20598
2004,December,Oneida County,Yes,1967,1910,56,2.8,No,16071,-112.52451,42.20598
2005,January,Oneida County,Yes,2038,1981,57,2.7,No,16071,-112.52451,42.20598
2004,September,Oneida County,Yes,1967,1913,53,2.7,No,16071,-112.52451,42.20598
2004,November,Oneida County,Yes,1958,1904,53,2.7,No,16071,-112.52451,42.20598
2005,March,Oneida County,Yes,2142,2084,57,2.6,No,16071,-112.52451,42.20598
2008,March,Oneida County,Yes,2305,2245,59,2.5,No,16071,-112.52451,42.20598
2008,April,Oneida County,Yes,2320,2260,59,2.5,No,16071,-112.52451,42.20598
2004,October,Oneida County,Yes,1952,1901,50,2.5,No,16071,-112.52451,42.20598
2008,January,Oneida County,Yes,2319,2265,53,2.3,No,16071,-112.52451,42.20598
2005,May,Oneida County,Yes,2102,2052,49,2.3,No,16071,-112.52451,42.20598
2005,June,Oneida County,Yes,2109,2059,50,2.3,No,16071,-112.52451,42.20598
1998,June,Oneida County,Yes,1864,1820,44,2.3,No,16071,-112.52451,42.20598
2008,February,Oneida County,Yes,2312,2260,52,2.2,No,16071,-112.52451,42.20598
2005,April,Oneida County,Yes,2109,2062,47,2.2,No,16071,-112.52451,42.20598
2005,July,Oneida County,Yes,2126,2078,47,2.2,No,16071,-112.52451,42.20598
2005,October,Oneida County,Yes,2154,2106,47,2.2,No,16071,-112.52451,42.20598
2005,August,Oneida County,Yes,2136,2090,45,2.1,No,16071,-112.52451,42.20598
2005,September,Oneida County,Yes,2154,2109,45,2.1,No,16071,-112.52451,42.20598
2005,November,Oneida County,Yes,2165,2118,47,2.1,No,16071,-112.52451,42.20598
2006,May,Oneida County,Yes,2157,2113,43,2,No,16071,-112.52451,42.20598
2007,December,Oneida County,Yes,2346,2297,48,2,No,16071,-112.52451,42.20598
2006,June,Oneida County,Yes,2174,2132,42,1.9,No,16071,-112.52451,42.20598
2006,July,Oneida County,Yes,2181,2141,40,1.8,No,16071,-112.52451,42.20598
2007,July,Oneida County,Yes,2395,2351,43,1.8,No,16071,-112.52451,42.20598
2006,August,Oneida County,Yes,2199,2158,40,1.8,No,16071,-112.52451,42.20598
2006,September,Oneida County,Yes,2182,2142,40,1.8,No,16071,-112.52451,42.20598
2007,November,Oneida County,Yes,2378,2334,44,1.8,No,16071,-112.52451,42.20598
2006,February,Oneida County,Yes,2161,2123,37,1.7,No,16071,-112.52451,42.20598
2006,April,Oneida County,Yes,2142,2104,37,1.7,No,16071,-112.52451,42.20598
2007,September,Oneida County,Yes,2391,2348,43,1.7,No,16071,-112.52451,42.20598
2005,December,Oneida County,Yes,2148,2110,38,1.7,No,16071,-112.52451,42.20598
2006,March,Oneida County,Yes,2191,2154,36,1.6,No,16071,-112.52451,42.20598
2007,April,Oneida County,Yes,2397,2358,39,1.6,No,16071,-112.52451,42.20598
2007,June,Oneida County,Yes,2411,2371,40,1.6,No,16071,-112.52451,42.20598
2006,October,Oneida County,Yes,2268,2231,36,1.6,No,16071,-112.52451,42.20598
2006,January,Oneida County,Yes,2156,2124,32,1.5,No,16071,-112.52451,42.20598
2007,February,Oneida County,Yes,2359,2322,37,1.5,No,16071,-112.52451,42.20598
2007,March,Oneida County,Yes,2359,2323,35,1.5,No,16071,-112.52451,42.20598
2007,May,Oneida County,Yes,2398,2362,36,1.5,No,16071,-112.52451,42.20598
2007,August,Oneida County,Yes,2380,2343,36,1.5,No,16071,-112.52451,42.20598
2007,October,Oneida County,Yes,2363,2327,36,1.5,No,16071,-112.52451,42.20598
2006,November,Oneida County,Yes,2361,2328,33,1.4,No,16071,-112.52451,42.20598
2007,January,Oneida County,Yes,2349,2319,29,1.2,No,16071,-112.52451,42.20598
2006,December,Oneida County,Yes,2355,2330,24,1,No,16071,-112.52451,42.20598
2010,December,Owyhee County,Yes,4340,4064,276,6.3,No,16073,-116.06229,42.68274
2011,January,Owyhee County,Yes,4361,4103,257,5.9,No,16073,-116.06229,42.68274
2011,February,Owyhee County,Yes,4363,4104,259,5.9,No,16073,-116.06229,42.68274
2010,October,Owyhee County,Yes,4342,4088,254,5.8,No,16073,-116.06229,42.68274
2010,November,Owyhee County,Yes,4326,4076,250,5.7,No,16073,-116.06229,42.68274
2011,April,Owyhee County,Yes,4385,4135,249,5.6,No,16073,-116.06229,42.68274
2011,March,Owyhee County,Yes,4354,4118,236,5.4,No,16073,-116.06229,42.68274
2011,June,Owyhee County,Yes,4379,4150,228,5.2,No,16073,-116.06229,42.68274
2011,August,Owyhee County,Yes,4393,4162,231,5.2,No,16073,-116.06229,42.68274
2010,September,Owyhee County,Yes,4325,4096,229,5.2,No,16073,-116.06229,42.68274
2011,September,Owyhee County,Yes,4383,4153,229,5.2,No,16073,-116.06229,42.68274
2011,July,Owyhee County,Yes,4385,4160,225,5.1,No,16073,-116.06229,42.68274
2010,August,Owyhee County,Yes,4310,4089,221,5.1,No,16073,-116.06229,42.68274
2010,April,Owyhee County,Yes,4336,4118,218,5,No,16073,-116.06229,42.68274
2010,July,Owyhee County,Yes,4310,4091,219,5,No,16073,-116.06229,42.68274
2002,June,Owyhee County,Yes,4704,4469,234,4.9,No,16073,-116.06229,42.68274
2011,October,Owyhee County,Yes,4404,4187,216,4.9,No,16073,-116.06229,42.68274
2010,May,Owyhee County,Yes,4327,4118,209,4.8,No,16073,-116.06229,42.68274
2009,December,Owyhee County,Yes,4295,4086,209,4.8,No,16073,-116.06229,42.68274
2002,May,Owyhee County,Yes,4725,4500,225,4.7,No,16073,-116.06229,42.68274
2011,May,Owyhee County,Yes,4353,4146,206,4.7,No,16073,-116.06229,42.68274
2002,July,Owyhee County,Yes,4676,4455,221,4.7,No,16073,-116.06229,42.68274
2002,August,Owyhee County,Yes,4699,4475,223,4.7,No,16073,-116.06229,42.68274
1999,December,Owyhee County,Yes,4143,3947,195,4.7,No,16073,-116.06229,42.68274
2002,March,Owyhee County,Yes,4785,4562,223,4.6,No,16073,-116.06229,42.68274
2010,March,Owyhee County,Yes,4331,4132,199,4.6,No,16073,-116.06229,42.68274
2002,April,Owyhee County,Yes,4745,4524,221,4.6,No,16073,-116.06229,42.68274
2010,January,Owyhee County,Yes,4336,4139,197,4.5,No,16073,-116.06229,42.68274
2010,February,Owyhee County,Yes,4339,4142,197,4.5,No,16073,-116.06229,42.68274
2010,June,Owyhee County,Yes,4292,4100,191,4.4,No,16073,-116.06229,42.68274
