year,month,areaname,adjusted,laborforce,employment,unemployment,unemploymentrate,preliminary
2011,April,Cassia County,No,11449,10639,810,7,No
2011,April,Cassia County,Yes,11520,10741,778,6.7,No
2010,April,Cassia County,No,10445,9704,741,7,No
2010,April,Cassia County,Yes,10479,9770,708,6.7,No
2009,April,Cassia County,No,10102,9637,465,4.6,No
2009,April,Cassia County,Yes,10185,9732,453,4.4,No
2008,April,Cassia County,No,10909,10538,371,3.4,No
2008,April,Cassia County,Yes,11003,10643,359,3.2,No
2007,April,Cassia County,No,10680,10299,381,3.5,No
2007,April,Cassia County,Yes,10771,10424,346,3.2,No
2006,April,Cassia County,No,10224,9818,406,3.9,No
2006,April,Cassia County,Yes,10303,9922,381,3.7,No
2005,April,Cassia County,No,9800,9348,452,4.6,No
2005,April,Cassia County,Yes,9883,9450,432,4.3,No
2011,April,Caribou County,No,3864,3555,309,7.9,No
2011,April,Caribou County,Yes,3887,3570,317,8.1,No
2010,April,Caribou County,No,3369,3117,252,7.4,No
2010,April,Caribou County,Yes,3379,3121,257,7.6,No
2009,April,Caribou County,No,3459,3290,169,4.8,No
2009,April,Caribou County,Yes,3481,3308,173,4.9,No
2008,April,Caribou County,No,3883,3774,109,2.8,No
2008,April,Caribou County,Yes,3913,3801,111,2.8,No
2007,April,Caribou County,No,3853,3745,108,2.8,No
2007,April,Caribou County,Yes,3893,3788,105,2.7,No
2006,April,Caribou County,No,3194,3065,129,4,No
2006,April,Caribou County,Yes,3233,3106,127,3.9,No
2005,April,Caribou County,No,3196,3022,174,5.4,No
2005,April,Caribou County,Yes,3242,3066,175,5.4,No
2011,April,Canyon County,No,85623,76819,8804,10.2,No
2011,April,Canyon County,Yes,85892,76857,9034,10.5,No
2010,April,Canyon County,No,85519,76177,9342,10.9,No
2010,April,Canyon County,Yes,85550,76002,9547,11.1,No
2009,April,Canyon County,No,83776,76168,7608,9,No
2009,April,Canyon County,Yes,84001,76233,7767,9.2,No
2008,April,Canyon County,No,84243,80258,3985,4.7,No
2008,April,Canyon County,Yes,84425,80381,4043,4.7,No
2007,April,Canyon County,No,82329,79717,2612,3.1,No
2007,April,Canyon County,Yes,82519,79891,2627,3.1,No
2006,April,Canyon County,No,80893,77950,2943,3.6,No
2006,April,Canyon County,Yes,81076,78153,2923,3.6,No
2005,April,Canyon County,No,76749,73386,3363,4.3,No
2005,April,Canyon County,Yes,76893,73594,3298,4.2,No
2011,April,Camas County,No,584,506,78,13.3,No
2011,April,Camas County,Yes,594,529,64,10.8,No
2010,April,Camas County,No,590,515,75,12.7,No
2010,April,Camas County,Yes,599,537,61,10.2,No
2009,April,Camas County,No,568,515,53,9.3,No
2009,April,Camas County,Yes,582,539,42,7.3,No
2008,April,Camas County,No,611,583,28,4.5,No
2008,April,Camas County,Yes,632,610,22,3.4,No
2007,April,Camas County,No,597,578,19,3.1,No
2007,April,Camas County,Yes,618,603,14,2.3,No
2006,April,Camas County,No,619,590,29,4.6,No
2006,April,Camas County,Yes,636,615,21,3.3,No
2005,April,Camas County,No,601,569,32,5.3,No
2005,April,Camas County,Yes,615,591,23,3.8,No
2011,April,Butte County,No,1490,1389,101,6.7,No
2011,April,Butte County,Yes,1490,1396,93,6.2,No
2010,April,Butte County,No,1546,1444,102,6.5,No
2010,April,Butte County,Yes,1541,1448,93,6,No
2009,April,Butte County,No,1435,1367,68,4.7,No
2009,April,Butte County,Yes,1438,1376,62,4.3,No
2008,April,Butte County,No,1370,1317,53,3.8,No
2008,April,Butte County,Yes,1377,1328,48,3.5,No
2007,April,Butte County,No,1357,1321,36,2.6,No
2007,April,Butte County,Yes,1368,1335,33,2.4,No
2006,April,Butte County,No,1394,1348,46,3.2,No
2006,April,Butte County,Yes,1407,1365,42,3,No
2005,April,Butte County,No,1340,1279,61,4.5,No
2005,April,Butte County,Yes,1353,1297,55,4.1,No
2011,April,Boundary County,No,5114,4388,726,14.1,No
2011,April,Boundary County,Yes,5041,4374,666,13.2,No
2010,April,Boundary County,No,4620,3897,723,15.6,No
2010,April,Boundary County,Yes,4535,3874,660,14.5,No
2009,April,Boundary County,No,4304,3812,492,11.4,No
2009,April,Boundary County,Yes,4239,3791,448,10.5,No
2008,April,Boundary County,No,4716,4305,411,8.7,No
2008,April,Boundary County,Yes,4628,4261,367,7.9,No
2007,April,Boundary County,No,4807,4523,284,5.9,No
2007,April,Boundary County,Yes,4708,4461,247,5.2,No
2006,April,Boundary County,No,4260,3940,320,7.5,No
2006,April,Boundary County,Yes,4150,3877,272,6.5,No
2005,April,Boundary County,No,4294,3876,418,9.7,No
2005,April,Boundary County,Yes,4163,3814,349,8.4,No
2011,April,Bonneville County,No,50570,46988,3582,7,No
2011,April,Bonneville County,Yes,50911,47329,3581,7,No
2010,April,Bonneville County,No,50592,47278,3314,6.5,No
2010,April,Bonneville County,Yes,50789,47489,3300,6.4,No
2009,April,Bonneville County,No,49303,46781,2522,5.1,No
2009,April,Bonneville County,Yes,49661,47151,2509,5,No
2008,April,Bonneville County,No,50185,48811,1374,2.7,No
2008,April,Bonneville County,Yes,50611,49249,1361,2.6,No
2007,April,Bonneville County,No,49453,48402,1051,2.1,No
2007,April,Bonneville County,Yes,49921,48883,1038,2,No
2006,April,Bonneville County,No,48643,47412,1231,2.5,No
2006,April,Bonneville County,Yes,49107,47897,1210,2.4,No
2005,April,Bonneville County,No,47631,46195,1436,3,No
2005,April,Bonneville County,Yes,48049,46641,1407,2.9,No
2011,April,Bonner County,No,19831,17107,2724,13.7,No
2011,April,Bonner County,Yes,20068,17732,2336,11.6,No
2010,April,Bonner County,No,20616,17968,2648,12.8,No
2010,April,Bonner County,Yes,20834,18572,2261,10.8,No
2009,April,Bonner County,No,20164,18169,1995,9.8,No
2009,April,Bonner County,Yes,20562,18826,1736,8.4,No
2008,April,Bonner County,No,20013,18629,1384,6.9,No
2008,April,Bonner County,Yes,20472,19298,1174,5.7,No
2007,April,Bonner County,No,20185,19255,930,4.6,No
2007,April,Bonner County,Yes,20692,19964,727,3.5,No
2006,April,Bonner County,No,19930,18840,1090,5.4,No
2006,April,Bonner County,Yes,20346,19485,861,4.2,No
2005,April,Bonner County,No,19794,18586,1208,6.1,No
2005,April,Bonner County,Yes,20191,19214,977,4.8,No
2011,April,Boise County,No,3259,2916,343,10.5,No
2011,April,Boise County,Yes,3213,2928,285,8.8,No
2010,April,Boise County,No,3265,2892,373,11.4,No
2010,April,Boise County,Yes,3205,2896,308,9.6,No
2009,April,Boise County,No,3349,3101,248,7.4,No
2009,April,Boise County,Yes,3323,3117,205,6.1,No
2008,April,Boise County,No,3548,3341,207,5.8,No
2008,April,Boise County,Yes,3532,3363,169,4.7,No
2007,April,Boise County,No,3574,3433,141,3.9,No
2007,April,Boise County,Yes,3578,3466,111,3.1,No
2006,April,Boise County,No,3677,3508,169,4.5,No
2006,April,Boise County,Yes,3675,3539,135,3.6,No
2005,April,Boise County,No,3633,3428,205,5.6,No
2005,April,Boise County,Yes,3628,3460,167,4.6,No
2011,April,Blaine County,No,12181,10981,1200,9.8,No
2011,April,Blaine County,Yes,12585,11491,1094,8.6,No
2010,April,Blaine County,No,12422,11181,1241,9.9,No
2010,April,Blaine County,Yes,12794,11667,1127,8.8,No
2009,April,Blaine County,No,12703,11769,934,7.3,No
2009,April,Blaine County,Yes,13175,12315,859,6.5,No
2008,April,Blaine County,No,13276,12770,506,3.8,No
2008,April,Blaine County,Yes,13808,13357,450,3.2,No
2007,April,Blaine County,No,13130,12828,302,2.3,No
2007,April,Blaine County,Yes,13698,13438,260,1.8,No
2006,April,Blaine County,No,13628,13218,410,3,No
2006,April,Blaine County,Yes,14141,13787,354,2.5,No
2005,April,Blaine County,No,13416,13003,413,3,No
2005,April,Blaine County,Yes,13886,13514,371,2.6,No
2011,April,Bingham County,No,23364,21766,1598,6.8,No
2011,April,Bingham County,Yes,23308,21695,1612,6.9,No
2010,April,Bingham County,No,22461,20944,1517,6.7,No
2010,April,Bingham County,Yes,22342,20818,1524,6.8,No
2009,April,Bingham County,No,21721,20594,1127,5.1,No
2009,April,Bingham County,Yes,21705,20538,1166,5.3,No
2008,April,Bingham County,No,22505,21796,709,3.1,No
2008,April,Bingham County,Yes,22472,21750,721,3.2,No
2007,April,Bingham County,No,22537,22008,529,2.3,No
2007,April,Bingham County,Yes,22547,22030,516,2.2,No
2006,April,Bingham County,No,20710,20001,709,3.4,No
2006,April,Bingham County,Yes,20714,20009,704,3.4,No
2005,April,Bingham County,No,20662,19938,724,3.5,No
2005,April,Bingham County,Yes,20716,19984,732,3.5,No
2011,April,Benewah County,No,4320,3539,781,18,No
2011,April,Benewah County,Yes,4199,3672,526,12.5,No
2010,April,Benewah County,No,4201,3549,652,15.5,No
2010,April,Benewah County,Yes,4110,3672,438,10.6,No
2009,April,Benewah County,No,4062,3404,658,16.1,No
2009,April,Benewah County,Yes,3987,3530,457,11.4,No
2008,April,Benewah County,No,4158,3566,592,14.2,No
2008,April,Benewah County,Yes,4100,3697,402,9.8,No
2007,April,Benewah County,No,4076,3740,336,8.2,No
2007,April,Benewah County,Yes,4102,3886,215,5.2,No
2006,April,Benewah County,No,3928,3514,414,10.5,No
2006,April,Benewah County,Yes,3916,3649,267,6.8,No
2005,April,Benewah County,No,3979,3520,459,11.5,No
2005,April,Benewah County,Yes,3965,3665,299,7.5,No
2011,April,Bear Lake County,No,3249,3054,195,6,No
2011,April,Bear Lake County,Yes,3297,3110,186,5.6,No
2010,April,Bear Lake County,No,3221,2997,224,6.9,No
2010,April,Bear Lake County,Yes,3257,3044,213,6.5,No
2009,April,Bear Lake County,No,3340,3179,161,4.8,No
2009,April,Bear Lake County,Yes,3394,3240,154,4.5,No
2008,April,Bear Lake County,No,3172,3082,90,2.8,No
2008,April,Bear Lake County,Yes,3228,3142,85,2.6,No
2007,April,Bear Lake County,No,3068,2996,72,2.3,No
2007,April,Bear Lake County,Yes,3126,3060,65,2,No
2006,April,Bear Lake County,No,2948,2861,87,2.9,No
2006,April,Bear Lake County,Yes,2998,2917,81,2.7,No
2005,April,Bear Lake County,No,2993,2857,136,4.5,No
2005,April,Bear Lake County,Yes,3043,2912,131,4.3,No
2011,April,Bannock County,No,40652,37420,3232,7.9,No
2011,April,Bannock County,Yes,40442,37254,3187,7.8,No
2010,April,Bannock County,No,40447,37321,3126,7.7,No
2010,April,Bannock County,Yes,40123,37052,3070,7.6,No
2009,April,Bannock County,No,38896,36676,2220,5.7,No
2009,April,Bannock County,Yes,38760,36517,2243,5.7,No
2008,April,Bannock County,No,40225,38661,1564,3.8,No
2008,April,Bannock County,Yes,40052,38496,1556,3.8,No
2007,April,Bannock County,No,41674,40507,1167,2.8,No
2007,April,Bannock County,Yes,41493,40413,1079,2.6,No
2006,April,Bannock County,No,40329,39011,1318,3.2,No
2006,April,Bannock County,Yes,40094,38859,1235,3,No
2005,April,Bannock County,No,40282,38709,1573,3.9,No
2005,April,Bannock County,Yes,40077,38566,1511,3.7,No
2011,April,Adams County,No,1757,1368,389,22.1,No
2011,April,Adams County,Yes,1711,1429,281,16.4,No
2010,April,Adams County,No,2138,1727,411,19.2,No
2010,April,Adams County,Yes,2096,1799,296,14.1,No
2009,April,Adams County,No,2024,1680,344,16.9,No
2009,April,Adams County,Yes,2035,1786,249,12.2,No
2008,April,Adams County,No,1819,1553,266,14.6,No
2008,April,Adams County,Yes,1871,1684,186,9.9,No
2007,April,Adams County,No,1926,1772,154,7.9,No
2007,April,Adams County,Yes,2049,1947,101,4.9,No
2006,April,Adams County,No,2060,1856,204,9.9,No
2006,April,Adams County,Yes,2197,2062,135,6.1,No
2005,April,Adams County,No,1734,1505,229,13.2,No
2005,April,Adams County,Yes,1848,1694,153,8.3,No
2011,April,Ada County,No,198973,183050,15923,8,No
2011,April,Ada County,Yes,199477,183177,16300,8.1,No
2010,April,Ada County,No,197711,181520,16191,8.1,No
2010,April,Ada County,Yes,197646,181139,16507,8.3,No
2009,April,Ada County,No,193943,180133,13810,7.1,No
2009,April,Ada County,Yes,194893,180430,14462,7.4,No
2008,April,Ada County,No,197778,190698,7080,3.5,No
2008,April,Ada County,Yes,198390,191114,7275,3.6,No
2007,April,Ada County,No,194968,190393,4575,2.3,No
2007,April,Ada County,Yes,195780,191453,4327,2.2,No
2006,April,Ada County,No,190002,185286,4716,2.4,No
2006,April,Ada County,Yes,190686,186198,4488,2.3,No
2005,April,Ada County,No,182382,176348,6034,3.3,No
2005,April,Ada County,Yes,183252,177377,5875,3.2,No
2011,April,Idaho,No,765939,697890,68049,8.8,No
2011,April,Idaho,Yes,769286,702212,67074,8.7,No
2010,April,Idaho,No,762540,694853,67687,8.8,No
2010,April,Idaho,Yes,763162,697240,65922,8.6,No
2009,April,Idaho,No,745154,692049,53105,7.1,No
2009,April,Idaho,Yes,749898,696836,53062,7.1,No
2008,April,Idaho,No,754045,722543,31502,4.2,No
2008,April,Idaho,Yes,758570,727932,30638,4,No
2007,April,Idaho,No,746865,724708,22157,3,No
2007,April,Idaho,Yes,752081,731895,20186,2.7,No
2006,April,Idaho,No,732972,707896,25076,3.4,No
2006,April,Idaho,Yes,736963,713984,22979,3.1,No
2005,April,Idaho,No,714621,684744,29877,4.2,No
2005,April,Idaho,Yes,718865,690928,27937,3.9,No
2011,April,United States,No,152898000,139661000,13237000,8.7,No
2011,April,United States,Yes,153420000,139628000,13792000,9,No
2010,April,United States,No,153911000,139302000,14609000,9.5,No
2010,April,United States,Yes,154528000,139306000,15221000,9.9,No
2009,April,United States,No,153834000,140586000,13248000,8.6,No
2009,April,United States,Yes,154453000,140720000,13734000,8.9,No
2008,April,United States,No,153208000,145921000,7287000,4.8,No
2008,April,United States,Yes,153779000,146173000,7606000,4.9,No
2007,April,United States,No,151829000,145297000,6532000,4.3,No
2007,April,United States,Yes,152446000,145610000,6836000,4.5,No
2006,April,United States,No,150209000,143405000,6804000,4.5,No
2006,April,United States,Yes,150881000,143761000,7120000,4.7,No
2005,April,United States,No,148274000,140939000,7335000,4.9,No
2005,April,United States,Yes,148926000,141254000,7672000,5.2,No
2005,May,United States,No,148878000,141591000,7287000,4.9,No
2005,May,United States,Yes,149261000,141609000,7651000,5.1,No
2006,May,United States,No,150696000,144041000,6655000,4.4,No
2006,May,United States,Yes,151069000,144089000,6980000,4.6,No
2007,May,United States,No,152350000,145864000,6486000,4.3,No
2007,May,United States,Yes,152666000,145901000,6766000,4.4,No
2008,May,United States,No,154003000,145927000,8076000,5.2,No
2008,May,United States,Yes,154322000,145925000,8398000,5.4,No
2009,May,United States,No,154336000,140363000,13973000,9.1,No
2009,May,United States,Yes,154805000,140292000,14512000,9.4,No
2010,May,United States,No,153866000,139497000,14369000,9.3,No
2010,May,United States,Yes,154216000,139340000,14876000,9.6,No
2011,May,United States,No,153449000,140028000,13421000,8.7,No
2011,May,United States,Yes,153700000,139808000,13892000,9,No
2005,May,Idaho,No,718892,695359,23533,3.3,No
2005,May,Idaho,Yes,720149,692658,27491,3.8,No
2006,May,Idaho,No,736127,717586,18541,2.5,No
2006,May,Idaho,Yes,737564,714815,22749,3.1,No
2007,May,Idaho,No,751289,734832,16457,2.2,No
2007,May,Idaho,Yes,752437,731939,20498,2.7,No
2008,May,Idaho,No,758323,729173,29150,3.8,No
2008,May,Idaho,Yes,759027,726413,32614,4.3,No
2009,May,Idaho,No,747855,697307,50548,6.8,No
2009,May,Idaho,Yes,749308,694489,54819,7.3,No
2010,May,Idaho,No,763376,701768,61608,8,No
2010,May,Idaho,Yes,763977,697608,66369,8.6,No
2011,May,Idaho,No,768943,706335,62608,8.1,No
2011,May,Idaho,Yes,769227,701730,67497,8.7,No
2005,May,Ada County,No,183740,178683,5057,2.7,No
2005,May,Ada County,Yes,183908,178113,5795,3.1,No
2006,May,Ada County,No,191546,187617,3929,2,No
2006,May,Ada County,Yes,191730,187030,4700,2.4,No
2007,May,Ada County,No,195276,191678,3598,1.8,No
2007,May,Ada County,Yes,195521,191136,4384,2.2,No
2008,May,Ada County,No,197828,190781,7047,3.5,No
2008,May,Ada County,Yes,197974,190151,7823,3.9,No
2009,May,Ada County,No,194243,180588,13655,7,No
2009,May,Ada County,Yes,194657,179962,14695,7.5,No
2010,May,Ada County,No,197675,182331,15344,7.7,No
2010,May,Ada County,Yes,197704,181331,16373,8.2,No
2011,May,Ada County,No,199427,184093,15334,7.6,No
2011,May,Ada County,Yes,200107,183178,16929,8.4,No
2005,May,Adams County,No,1798,1654,144,8,No
2005,May,Adams County,Yes,1878,1736,141,7.5,No
2006,May,Adams County,No,1990,1863,127,6.3,No
2006,May,Adams County,Yes,2089,1956,133,6.3,No
2007,May,Adams County,No,1957,1852,105,5.3,No
2007,May,Adams County,Yes,2037,1928,108,5.3,No
2008,May,Adams County,No,1869,1664,205,10.9,No
2008,May,Adams County,Yes,1905,1717,188,9.8,No
2009,May,Adams County,No,2016,1707,309,15.3,No
2009,May,Adams County,Yes,2008,1733,274,13.6,No
2010,May,Adams County,No,2149,1813,336,15.6,No
2010,May,Adams County,Yes,2105,1804,301,14.3,No
2011,May,Adams County,No,1824,1469,355,19.4,No
2011,May,Adams County,Yes,1791,1462,329,18.3,No
2005,May,Bannock County,No,40218,38942,1276,3.1,No
2005,May,Bannock County,Yes,40144,38680,1464,3.6,No
2006,May,Bannock County,No,39928,38924,1004,2.5,No
2006,May,Bannock County,Yes,39910,38708,1201,3,No
2007,May,Bannock County,No,41502,40600,902,2.1,No
2007,May,Bannock County,Yes,41526,40423,1102,2.6,No
2008,May,Bannock County,No,39959,38458,1501,3.7,No
2008,May,Bannock County,Yes,40016,38339,1676,4.1,No
2009,May,Bannock County,No,38814,36622,2192,5.6,No
2009,May,Bannock County,Yes,38921,36534,2386,6.1,No
2010,May,Bannock County,No,40675,37760,2915,7.1,No
2010,May,Bannock County,Yes,40777,37624,3152,7.7,No
2011,May,Bannock County,No,40868,37883,2985,7.3,No
2011,May,Bannock County,Yes,41107,37766,3340,8.1,No
2005,May,Bear Lake County,No,3042,2952,90,2.9,No
2005,May,Bear Lake County,Yes,3000,2886,114,3.8,No
2006,May,Bear Lake County,No,3078,3015,63,2,No
2006,May,Bear Lake County,Yes,3032,2949,82,2.7,No
2007,May,Bear Lake County,No,3186,3135,51,1.6,No
2007,May,Bear Lake County,Yes,3137,3070,67,2.1,No
2008,May,Bear Lake County,No,3347,3264,83,2.4,No
2008,May,Bear Lake County,Yes,3297,3199,97,2.9,No
2009,May,Bear Lake County,No,3376,3234,142,4.2,No
2009,May,Bear Lake County,Yes,3334,3172,162,4.8,No
2010,May,Bear Lake County,No,3278,3103,175,5.3,No
2010,May,Bear Lake County,Yes,3244,3038,205,6.3,No
2011,May,Bear Lake County,No,3341,3182,159,4.7,No
2011,May,Bear Lake County,Yes,3310,3117,192,5.8,No
2005,May,Benewah County,No,3884,3609,275,7,No
2005,May,Benewah County,Yes,3939,3658,281,7.1,No
2006,May,Benewah County,No,3796,3582,214,5.6,No
2006,May,Benewah County,Yes,3858,3623,235,6,No
2007,May,Benewah County,No,4076,3882,194,4.7,No
2007,May,Benewah County,Yes,4135,3919,215,5.2,No
2008,May,Benewah County,No,4097,3681,416,10.1,No
2008,May,Benewah County,Yes,4120,3711,409,9.9,No
2009,May,Benewah County,No,4020,3472,548,13.6,No
2009,May,Benewah County,Yes,4016,3497,518,12.9,No
2010,May,Benewah County,No,4183,3658,525,12.5,No
2010,May,Benewah County,Yes,4164,3678,485,11.6,No
2011,May,Benewah County,No,4219,3557,662,15.6,No
2011,May,Benewah County,Yes,4212,3579,633,15,No
2005,May,Bingham County,No,20968,20366,602,2.8,No
2005,May,Bingham County,Yes,20740,19958,781,3.7,No
2006,May,Bingham County,No,20966,20447,519,2.4,No
2006,May,Bingham County,Yes,20774,20063,711,3.4,No
2007,May,Bingham County,No,22790,22411,379,1.6,No
2007,May,Bingham County,Yes,22554,22028,525,2.3,No
2008,May,Bingham County,No,22664,22028,636,2.8,No
2008,May,Bingham County,Yes,22445,21674,770,3.4,No
2009,May,Bingham County,No,21758,20759,999,4.5,No
2009,May,Bingham County,Yes,21616,20451,1164,5.3,No
2010,May,Bingham County,No,22505,21107,1398,6.2,No
2010,May,Bingham County,Yes,22378,20776,1602,7.1,No
2011,May,Bingham County,No,23553,22107,1446,6.1,No
2011,May,Bingham County,Yes,23486,21772,1714,7.3,No
2005,May,Blaine County,No,13335,12983,352,2.6,No
2005,May,Blaine County,Yes,13869,13493,376,2.7,No
2006,May,Blaine County,No,13606,13305,301,2.2,No
2006,May,Blaine County,Yes,14147,13804,343,2.4,No
2007,May,Blaine County,No,13264,13007,257,1.9,No
2007,May,Blaine County,Yes,13787,13486,300,2.1,No
2008,May,Blaine County,No,13411,12984,427,3.1,No
2008,May,Blaine County,Yes,13903,13468,435,3.1,No
2009,May,Blaine County,No,12767,11849,918,7.1,No
2009,May,Blaine County,Yes,13202,12298,903,6.8,No
2010,May,Blaine County,No,12266,11122,1144,9.3,No
2010,May,Blaine County,Yes,12645,11531,1113,8.8,No
2011,May,Blaine County,No,11976,10812,1164,9.7,No
2011,May,Blaine County,Yes,12388,11216,1172,9.4,No
2005,May,Boise County,No,3623,3473,150,4.1,No
2005,May,Boise County,Yes,3644,3471,172,4.7,No
2006,May,Boise County,No,3662,3552,110,3,No
2006,May,Boise County,Yes,3687,3552,135,3.6,No
2007,May,Boise County,No,3541,3456,85,2.4,No
